Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Fiscal,2016,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,28580,78980.72,1318.34,2128.8,82427.86,15094.42,13068.8,6731.43,34894.65,117322.51
Fiscal,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2917,Program Support Analyst,847,253.5,0,5938.59,6192.09,45.86,0,474.33,520.19,6712.28
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,25307,9112.23,0,20,9132.23,0,0,721.45,721.45,9853.68
Fiscal,2016,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,3,"Operating Engineers - Miscellaneous, Local 3",7300,Journeyman Trade,7328,"Operating Engineer, Universal",14401,81207.6,30105.63,1827.17,113140.4,15452.78,10923.92,8442.08,34818.78,147959.18
Calendar,2014,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,351,Municipal Executive Association - Miscellaneous,900,Management,964,Dept Head IV,12033,219184.68,0,0,219184.68,46957.92,13054.94,20081.87,80094.73,299279.41
Calendar,2013,1,Public Protection,CRT,Superior Court,792,"SEIU - Court Employees, Local 1021",SCRT,SF Superior Court,430C,Deputy Court Clerk III,21019,93727.51,0,648,94375.51,18515.25,12918.24,7842.07,39275.56,133651.07
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,48290,52238.66,9812.85,5845.19,67896.7,11883.75,12145.31,5319.46,29348.52,97245.22
Calendar,2013,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,41012,4378.5,0,729.75,5108.25,0,0,403.55,403.55,5511.8
Fiscal,2014,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,35405,97904.55,0,2678.63,100583.18,23397.71,9384.48,8208.11,40990.3,141573.48
Fiscal,2016,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1054,IS Business Analyst-Principal,42275,133177.37,0,0,133177.37,24145.09,13068.8,10613.22,47827.11,181004.48
Fiscal,2015,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2800,Public Health,2846,Nutritionist,3778,78997.44,0,1320,80317.44,18015.18,12195.22,6371.7,36582.1,116899.54
Fiscal,2013,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,2175,866.25,0,15.3,881.55,0,236.94,68.24,305.18,1186.73
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1402,Junior Clerk,29931,3668.63,469.5,0,4138.13,0,1111.03,321.4,1432.43,5570.56
Fiscal,2014,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,38,"Plumbers and Pipefitters, Local 38",7200,Supervisory-Labor & Trade,7213,Plumber Supervisor 1,53569,108334.98,5587.24,11349.79,125272.01,24376.33,12496.97,9236.72,46110.02,171382.03
Fiscal,2016,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1632,Senior Account Clerk,25305,62460.45,0,0,62460.45,11623.87,13068.8,4900.32,29592.99,92053.44
Calendar,2013,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H030,"Captain, Fire Suppression",45967,82440,850.17,132301.43,215591.6,16060.08,5741.44,221.42,22022.94,237614.54
Calendar,2014,2,"Public Works, Transportation & Commerce",DBI,Department of Building Inspection,929,Building Inspectors' Association - Chiefs,6300,Construction Inspection,6334,Chief Building Inspector,22962,131423.96,0,6571.22,137995.18,29481.04,12930.03,9940.59,52351.66,190346.84
Calendar,2013,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,21,"Prof & Tech Engineers - Miscellaneous, Local 21",6100,Health & Sanitation Inspection,6115,Wastewater Control Inspector,4383,94102.52,17113.33,0,111215.85,18497.9,12918.24,8597.04,40013.18,151229.03
Calendar,2015,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,20522,97459.09,4298.34,9931.3,111688.73,26132.46,12385.32,1194.48,39712.26,151400.99
Fiscal,2016,6,General Administration & Finance,TIS,General Services Agency - Technology,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1044,IS Engineer-Principal,20472,121278.36,0,5354.9,126633.26,21987.82,13068.8,10323.94,45380.56,172013.82
Fiscal,2016,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9920,Publ Svc Aide-Asst To Prof,2534,13772.81,0,0,13772.81,0,4620.22,1068.98,5689.2,19462.01
Fiscal,2014,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9920,Publ Svc Aide-Asst To Prof,27091,4066,0,0,4066,0,1432.23,314.79,1747.02,5813.02
Calendar,2013,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q052,Sergeant 3,16684,42456.05,2348.77,28230.92,73035.74,8678.32,3827.63,1141.55,13647.5,86683.24
Calendar,2015,2,"Public Works, Transportation & Commerce",PRT,Port,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,14701,58026.2,11417.65,3596.74,73040.59,12437.75,11277.62,5863.07,29578.44,102619.03
Fiscal,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2325,Nurse Midwife,22368,12547.53,0,23.37,12570.9,0,0,993.12,993.12,13564.02
Fiscal,2016,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,46058,53990.1,0,0,53990.1,10047.5,12726.5,4328.51,27102.51,81092.61
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7380,"Electrl Trnst Mech, Asst Sprv",27682,97989,11264.08,6927.17,116180.25,20384.25,12424.5,9492.71,42301.46,158481.71
Fiscal,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2800,Public Health,2830,Public Health Nurse,16820,119724.31,0,239.55,119963.86,27135.54,12500.56,9122.91,48759.01,168722.87
Fiscal,2013,2,"Public Works, Transportation & Commerce",PRT,Port,21,"Prof & Tech Engineers - Miscellaneous, Local 21",6100,Health & Sanitation Inspection,6138,Industrial Hygienist,48205,111773.6,0,0,111773.6,19795.14,12801.8,8892.74,41489.68,153263.28
Fiscal,2015,6,General Administration & Finance,CON,Controller,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1825,Prnpl Admin Analyst II,50179,123150.1,0,0,123150.1,27019.19,12500.56,9671.68,49191.43,172341.53
Fiscal,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1840,Junior Management Assistant,40537,55526.82,40.22,0,55567.04,11838.28,12416.66,4507.53,28762.47,84329.51
Fiscal,2013,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7335,Senior Stationary Engineer,2644,85254,776.19,6400.3,92430.49,16690.26,12801.78,7474.15,36966.19,129396.68
Fiscal,2016,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1402,Junior Clerk,29931,6091.13,469.5,0,6560.63,0,1907.94,509.42,2417.36,8977.99
Calendar,2015,1,Public Protection,ECD,Department of Emergency Management,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8238,Public Safetycomm Disp,16651,74977.58,579.22,4368.92,79925.72,16331.4,9947.25,6681.49,32960.14,112885.86
Fiscal,2013,6,General Administration & Finance,BOS,Board of Supervisors,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1023,IS Administrator 3,21595,4986.5,0,19220,24206.5,902.06,0,1864.27,2766.33,26972.83
Fiscal,2015,6,General Administration & Finance,ASR,Assessor/Recorder,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1092,IT Operations Support Admin II,6442,30858.4,0,0,30858.4,6921.58,6513.69,2354.35,15789.62,46648.02
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,44332,42529.2,288.01,4855.49,47672.7,10260.67,5829.95,3908.26,19998.88,67671.58
Fiscal,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,31726,7747.5,0,0,7747.5,1613.03,1198.52,599.26,3410.81,11158.31
Fiscal,2014,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,44602,99781.21,0,0,99781.21,21273.3,12512.55,8160.12,41945.97,141727.18
Calendar,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,42812,23751.82,273.78,1807.75,25833.35,1764.55,6966.82,2000.02,10731.39,36564.74
Calendar,2014,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2100,Hospital Administration,2119,Health Care Analyst,43688,30420,0,0,30420,6823.2,5021.13,2421.79,14266.12,44686.12
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,23087,67337.12,7111.07,1075.67,75523.86,18745.67,13272.36,5850.79,37868.82,113392.68
Fiscal,2016,1,Public Protection,CRT,Superior Court,792,"SEIU - Court Employees, Local 1021",SCRT,SF Superior Court,420C,Deputy Court Clerk II,43133,56621.8,0,3000,59621.8,10537.27,13068.8,4941.96,28548.03,88169.83
Calendar,2014,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,38,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7316,Water Service Inspector,15963,23768,0,5712.94,29480.94,5067.35,3339.05,2375.18,10781.58,40262.52
Fiscal,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,32862,108890.33,55877.84,8199.07,172967.24,24836.41,12030.65,2857.27,39724.33,212691.57
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,254,"Transport Workers - Fare Inspectors, Local 250-A",9100,Street Transit,9132,Transit Fare Inspector,12061,11061.6,0,319.24,11380.84,3310.74,2107.37,948.06,6366.17,17747.01
Fiscal,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,535,"SEIU - Human Services, Local 1021",2900,Human Services,2917,Program Support Analyst,39735,14992.25,0,0,14992.25,0,2179.22,1187.7,3366.92,18359.17
Fiscal,2014,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2400,"Lab, Pharmacy & Med Techs",2450,Pharmacist,9496,143576.74,657.78,1958.63,146193.15,30130.79,12512.55,9614.93,52258.27,198451.42
Fiscal,2016,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7345,Electrician,18739,99596.55,826.99,2425,102848.54,18962.95,13037.63,8260.85,40261.43,143109.97
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,38,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7388,Utility Plumber,19836,100761.02,20179.76,2611.9,123552.68,20800.28,12424.47,9841.41,43066.16,166618.84
Fiscal,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2312,Licensed Vocational Nurse,25626,71994.61,0,826.4,72821.01,15482.82,12512.55,5996.27,33991.64,106812.65
Calendar,2014,5,Culture & Recreation,FAM,Fine Arts Museum,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8226,Museum Guard,43900,37723.3,1932.93,1112.96,40769.19,8324.92,8045.6,3336.02,19706.54,60475.73
Fiscal,2016,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,31676,82553.75,17028.7,5083.99,104666.44,15474.7,13156.09,1754.51,30385.3,135051.74
Fiscal,2014,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7372,"Stationary Eng, Sewage Plant",11999,85686.76,4197.35,10568.75,100452.86,20063.83,12320.78,8149.37,40533.98,140986.84
Calendar,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,52353,92091.53,0,1868.55,93960.08,18826.76,10116.23,1105.2,30048.19,124008.27
Fiscal,2015,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2800,Public Health,2819,Assistant Health Educator,46520,51682.74,0,800,52482.74,11771.84,8510.44,4122.37,24404.65,76887.39
Calendar,2013,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,30727,0,0,2269.46,2269.46,0,7.59,173.62,181.21,2450.67
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,38,"Plumbers and Pipefitters, Local 38",7200,Supervisory-Labor & Trade,7213,Plumber Supervisor 1,32361,109136.49,1301.53,14391.43,124829.45,25141.77,12165.29,9581.87,46888.93,171718.38
Fiscal,2013,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,9031,31815.75,337.03,2608.54,34761.32,5675.73,3631.27,564.25,9871.25,44632.57
Fiscal,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1426,Senior Clerk Typist,45646,58792.21,0,2026.4,60818.61,12966.49,12512.55,5013.63,30492.67,91311.28
Fiscal,2016,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,48662,101057.92,16377.75,12044.67,129480.34,28479.34,13118.69,2156.7,43754.73,173235.07
Fiscal,2016,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7371,Electrical Transit System Mech,43951,86847.6,30678.77,6958.97,124485.34,16484.31,13068.8,9324.8,38877.91,163363.25
Calendar,2014,6,General Administration & Finance,ADM,General Services Agency - City Admin,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2716,Custodial Assistant Supervisor,10026,11393.13,0,588.84,11981.97,2496.98,2500.71,1056.83,6054.52,18036.49
Fiscal,2014,4,Community Health,DPH,Public Health,351,Municipal Executive Association - Miscellaneous,900,Management,922,Manager I,51965,113330.71,0,0,113330.71,23595.51,12512.55,13594.28,49702.34,163033.05
Calendar,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,32184,40554.64,6225.95,4284.81,51065.4,8345.53,11891.49,4035.74,24272.76,75338.16
Fiscal,2016,2,"Public Works, Transportation & Commerce",DBI,Department of Building Inspection,790,"SEIU - Miscellaneous, Local 1021",6300,Construction Inspection,6322,Permit Technician II,34784,79796.83,4902.12,1000,85698.95,15036.32,13068.81,7046.99,35152.12,120851.07
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,351,Municipal Executive Association - Miscellaneous,9100,Street Transit,9179,"Manager V, MTA",23620,30311.36,0,0,30311.36,0,2945.35,2346.71,5292.06,35603.42
Calendar,2013,6,General Administration & Finance,TTX,Treasurer/Tax Collector,351,Municipal Executive Association - Miscellaneous,900,Management,922,Manager I,3174,115802.52,0,0,115802.52,22184.56,12918.24,17992.3,53095.1,168897.62
Calendar,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5303,"Sprv, Traffic & Street Signs",18489,95006.02,4312.32,0,99318.34,18675.67,12918.26,8151.76,39745.69,139064.03
Calendar,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2903,Eligibility Worker,29178,2115,0,0,2115,474.39,502.11,163.74,1140.24,3255.24
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,3150,146797.4,1244.48,2394.3,150436.18,29948.49,12424.5,10270.4,52643.39,203079.57
Fiscal,2013,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q003,Police Officer 2,578,66412.58,28913.2,7492.99,102818.77,11781.9,8185.76,1677.99,21645.65,124464.42
Calendar,2013,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,29077,4606,542.49,168.08,5316.57,869.36,956.91,500.85,2327.12,7643.69
Calendar,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2907,Eligibility Worker Supervisor,9664,22633.2,321.21,0,22954.41,5076.63,3511.65,1831.62,10419.9,33374.31
Fiscal,2016,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,216,"Teamsters, Local 853",7300,Journeyman Trade,7355,Truck Driver,46062,46860.45,0,1457.65,48318.1,8992.01,7818.84,3882.33,20693.18,69011.28
Calendar,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,16363,3574,0,0,3574,922.1,1004.22,276.71,2203.03,5777.03
